gene_symbol	identifier	clan	prd_score	netto_dup	orthologs_cnt	human_dup	human_frac	human_protein_cnt
ZNF383	ENSGT00840000129704_ENSG00000188283_zf-H2C2_2	C2H2-zf	3.41224696356	167	48	7	0.0419161676647	24
ZFP14	ENSGT00840000129704_ENSG00000142065_zf-H2C2_2	C2H2-zf	3.03724696356	149	48	6	0.0402684563758	24
GPRIN1	ENSGT00570000079168_ENSG00000169258	motif	16.7979757085	104	6	4	0.0384615384615	1
CMYA5	ENSGT00840000129812_ENSG00000164309	motif	15.3575708502	80	5	3	0.0375	1
CENPE	ENSGT00910000143992_ENSG00000138778	motif	2.16253220464	27	11	1	0.037037037037	1
TNKS1BP1	ENSGT00920000149109_ENSG00000149115	motif	7.82683632157	58	7	2	0.0344827586207	1
SCEL	ENSGT00530000063872_ENSG00000136155	motif	3.47348178138	31	8	1	0.0322580645161	1
ZNF454	ENSGT00840000129704_ENSG00000178187_zf-H2C2_2	C2H2-zf	1.22474696356	62	48	2	0.0322580645161	24
SPERT	ENSGT00510000049023_ENSG00000174015	motif	3.59848178138	32	8	1	0.03125	1
ZNF775	ENSGT00840000129964_ENSG00000196456_zf-C2H2	C2H2-zf	2.61707765918	32	11	1	0.03125	3
IWS1	ENSGT00720000108834_ENSG00000163166	motif	2.12770387507	33	14	1	0.030303030303	1
AHNAK	ENSGT00530000063716_ENSG00000124942_DUF945	DUF945	24.6934031912	423	17	12	0.0283687943262	1
KRTAP9-1	ENSGT00890000139484_ENSG00000240542_Keratin_B2_2	Keratin_assoc	2.67598878854	38	13	1	0.0263157894737	8
ZNF3	ENSGT00910000144031_ENSG00000166526_zf-H2C2_2	C2H2-zf	0.282983494239	40	130	1	0.025	16
ZKSCAN3	ENSGT00760000118881_ENSG00000189298_zf-H2C2_2	C2H2-zf	0.765151043289	43	52	1	0.0232558139535	18
ZNF571	ENSGT00840000129704_ENSG00000180479_zf-H2C2_2	C2H2-zf	2.82891363023	139	48	3	0.0215827338129	24
ZSCAN26	ENSGT00760000118881_ENSG00000197062_zf-H2C2_2	C2H2-zf	0.842074120212	47	52	1	0.0212765957447	18
BUD13	ENSGT00390000014500_ENSG00000137656	motif	3.41341816079	51	14	1	0.0196078431373	1
KIAA1671	ENSGT00920000149109_ENSG00000197077	motif	7.68397917872	57	7	1	0.0175438596491	1
KRTAP29-1	ENSGT00880000137966_ENSG00000212658_Keratin_B2_2	Keratin_assoc	1.36067937198	59	41	1	0.0169491525424	14
AC005324.4	ENSGT00910000144031_ENSG00000255104_zf-H2C2_2	C2H2-zf	0.436829648085	60	130	1	0.0166666666667	16
ZNF566	ENSGT00840000129704_ENSG00000186017_zf-H2C2_2	C2H2-zf	1.39141363023	70	48	1	0.0142857142857	24
ZNF781	ENSGT00530000064407_ENSG00000196381	motif	4.91341816079	72	14	1	0.0138888888889	1
ZNF790	ENSGT00840000129704_ENSG00000197863_zf-H2C2_2	C2H2-zf	1.59974696356	80	48	1	0.0125	24
ZNF286B	ENSGT00910000144031_ENSG00000249459_zf-H2C2_2	C2H2-zf	0.813752725008	109	130	1	0.00917431192661	16
RCHY1	ENSGT00390000008853_ENSG00000163743_zf-RING_2	RING	-0.247088134538	0	13	0	0	1
LAMB3	ENSGT00780000121851_ENSG00000196878_Laminin_EGF	EGF	-0.147476383266	1	15	0	0	1
LRWD1	ENSGT00390000008446_ENSG00000161036_LRR_4	LRR	-0.267678812416	0	12	0	0	1
POC1A	ENSGT00810000125363_ENSG00000164087_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
TRPA1	ENSGT00920000149074_ENSG00000104321_Ank_2	Ank	-0.214143049933	0	15	0	0	1
ASTN2	ENSGT00390000003140_ENSG00000148219_FXa_inhibition	EGF	-0.247088134538	0	13	0	0	1
STXBP5L	ENSGT00390000000018_ENSG00000145087_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
LIMS1	ENSGT00760000118910_ENSG00000169756_LIM	Zn_Beta_Ribbon	0.145686701962	7	26	0	0	5
TBCE	ENSGT00530000063405_ENSG00000285053_LRR_4	LRR	-0.200759109312	0	16	0	0	2
COL11A2	ENSGT00900000140789_ENSG00000204248_Collagen	Collagen	-0.0235717498875	3	9	0	0	1
IL12RB2	ENSGT00550000074436_ENSG00000081985_fn3	E-set	-0.170165057614	1	13	0	0	1
TTC28	ENSGT00530000063126_ENSG00000100154_TPR_12	TPR	-0.214143049933	0	15	0	0	1
ZMAT4	ENSGT00510000046606_ENSG00000165061_zf-met	C2H2-zf	0.0525236167341	4	15	0	0	1
TPM1	ENSGT00550000074494_ENSG00000140416_Tropomyosin_1	Tropomyosin-lke	-0.169060302578	0	19	0	0	1
SH3BP1	ENSGT00760000118863_ENSG00000100092_HAD_2	HAD	-0.214143049933	0	15	0	0	2
CSF3R	ENSGT00550000074436_ENSG00000119535_fn3	E-set	-0.158010410642	1	14	0	0	1
DLG4	ENSGT00760000118866_ENSG00000132535_PDZ	PDZ-like	-0.247088134538	0	13	0	0	1
EML5	ENSGT00550000074369_ENSG00000165521_WD40	Beta_propeller	-0.18894974994	0	17	0	0	1
RCN1	ENSGT00550000074546_ENSG00000049449_EF-hand_1	EF_hand	-0.214143049933	0	15	0	0	2
ANKRD11	ENSGT00760000119090_ENSG00000167522_Ank	Ank	-0.158010410642	1	14	0	0	1
TPX2	ENSGT00390000009842_ENSG00000088325_TPX2_importin	TPX2_importin	-0.229438982071	0	14	0	0	1
WDR81	ENSGT00760000119083_ENSG00000167716_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
RGPD6	ENSGT00760000119119_ENSG00000183054_Ran_BP1	PH	0.0851359167149	5	21	0	0	8
COL5A3	ENSGT00900000140789_ENSG00000080573_Collagen	Collagen	-0.158010410642	1	14	0	0	1
WDR36	ENSGT00390000004976_ENSG00000134987_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
FBXL16	ENSGT00760000119059_ENSG00000127585_LRR_6	LRR	-0.0865818392134	2	14	0	0	1
HSPA12A	ENSGT00390000014360_ENSG00000165868_HSP70	Actin_ATPase	-0.214143049933	0	15	0	0	1
KIFAP3	ENSGT00390000003574_ENSG00000075945_Arm	TPR	-0.18894974994	0	17	0	0	1
ITGBL1	ENSGT00760000119064_ENSG00000198542_EGF_2	EGF	-0.229438982071	0	14	0	0	1
PPP2R2C	ENSGT00390000006311_ENSG00000074211_WD40	Beta_propeller	-0.18894974994	0	17	0	0	1
AK9	ENSGT00740000115564_ENSG00000155085_ADK	P-loop_NTPase	0.652523616734	13	15	0	0	1
GAN	ENSGT00760000118825_ENSG00000261609_Kelch_1	Beta_propeller	-0.200759109312	0	16	0	0	1
GOLGA6D	ENSGT00530000062932_ENSG00000140478_GOLGA2L5	GOLGA2L5	-0.0670347196663	1	33	0	0	19
PPFIA4	ENSGT00760000119138_ENSG00000143847_SAM_1	SAM	-0.0176788124157	3	12	0	0	1
TTC5	ENSGT00390000006227_ENSG00000136319_TPR_2	TPR	-0.321214574899	0	10	0	0	1
DLL1	ENSGT00810000125346_ENSG00000198719_EGF	EGF	-0.200759109312	0	16	0	0	1
JAG1	ENSGT00810000125346_ENSG00000101384_EGF	EGF	-0.130126220529	1	17	0	0	1
ITSN2	ENSGT00760000118985_ENSG00000198399_SH3_9	SH3	-0.200759109312	0	16	0	0	1
ZNF787	ENSGT00920000149146_ENSG00000142409_zf-C2H2	C2H2-zf	1.09848178138	12	8	0	0	2
MYL3	ENSGT00590000082921_ENSG00000160808_EF-hand_6	EF_hand	-0.214143049933	0	15	0	0	1
PATL1	ENSGT00520000055649_ENSG00000166889_PAT1	PAT1	-0.214143049933	0	15	0	0	1
LYPD5	ENSGT00910000144240_ENSG00000159871_UPAR_LY6	uPAR_Ly6_toxin	-0.24579397211	1	9	0	0	2
MYBPH	ENSGT00860000133685_ENSG00000133055_V-set	Ig	-0.169060302578	0	19	0	0	2
CENPF	ENSGT00730000111187_ENSG00000117724_CENP-F_leu_zip	CENP-F_leu_zip	-0.0151532677848	3	14	0	0	1
COPB1	ENSGT00390000005270_ENSG00000129083_HEAT_2	TPR	-0.158010410642	1	14	0	0	1
CFB	ENSGT00530000063826_ENSG00000243649_Sushi	EGF	0.137527250078	5	13	0	0	2
CDH23	ENSGT00760000118805_ENSG00000107736_Cadherin	E-set	-0.200759109312	0	16	0	0	1
CALB2	ENSGT00390000013118_ENSG00000172137_EF-hand_1	EF_hand	-0.229438982071	0	14	0	0	1
DUOX1	ENSGT00550000074350_ENSG00000137857_EF-hand_8	EF_hand	-0.160607287449	0	20	0	0	2
HMGXB4	ENSGT00390000012436_ENSG00000100281_DUF4171	DUF4171	-0.158010410642	1	14	0	0	1
SLCO1B7	ENSGT00760000119014_ENSG00000205754_MFS_1	MFS	-0.0764796606902	0	42	0	0	6
PLCG2	ENSGT00730000110782_ENSG00000197943_PH	PH	-0.214143049933	0	15	0	0	1
RBM47	ENSGT00550000074366_ENSG00000163694_RRM_1	RRM	-0.200759109312	0	16	0	0	1
NHLRC3	ENSGT00390000008657_ENSG00000188811_NHL	Beta_propeller	-0.214143049933	0	15	0	0	1
BCL11B	ENSGT00530000063542_ENSG00000127152_zf-C2H2	C2H2-zf	-0.200759109312	0	16	0	0	1
AL139300.1	ENSGT00390000006393_ENSG00000256500_TPR_12	TPR	-0.147476383266	1	15	0	0	2
FEZF1	ENSGT00740000115096_ENSG00000128610_zf-H2C2_2	C2H2-zf	-0.0865818392134	2	14	0	0	1
CHRDL2	ENSGT00730000110792_ENSG00000054938_VWC	FnI-like	-0.247088134538	0	13	0	0	1
KLHL9	ENSGT00760000118825_ENSG00000198642_Kelch_1	Beta_propeller	-0.0606072874494	2	20	0	0	2
ANKS3	ENSGT00900000140968_ENSG00000168096_Ank	Ank	-0.229438982071	0	14	0	0	1
VCAM1	ENSGT00830000128299_ENSG00000162692_Ig_3	Ig	0.413418160787	9	14	0	0	1
MTCL1	ENSGT00530000063889_ENSG00000168502_SOGA	SOGA	-0.0865818392134	2	14	0	0	1
KLHL3	ENSGT00760000118931_ENSG00000146021_Kelch_1	Beta_propeller	-0.101012145749	2	12	0	0	1
EPPIN-WFDC6	ENSGT00730000110932_ENSG00000249139_WAP	WAP	0.137527250078	5	13	0	0	4
L3MBTL4	ENSGT00760000119024_ENSG00000154655_MBT	Tudor	-0.401518218623	0	8	0	0	1
TRAF7	ENSGT00760000119106_ENSG00000131653_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
LRGUK	ENSGT00900000140836_ENSG00000155530_LRR_4	LRR	-0.267678812416	0	12	0	0	1
NRARP	ENSGT00760000119141_ENSG00000198435_Ank_5	Ank	-0.158010410642	1	14	0	0	1
KIF21B	ENSGT00910000143992_ENSG00000116852_WD40	Beta_propeller	-0.247088134538	0	13	0	0	1
CIB1	ENSGT00860000133737_ENSG00000185043_EF-hand_1	EF_hand	0.599065711616	11	13	0	0	1
FCAMR	ENSGT00530000063436_ENSG00000162897_V-set	Ig	-0.0101021785232	3	21	0	0	3
ABHD13	ENSGT00390000000948_ENSG00000139826_AXE1	AB_hydrolase	0.44521955777	9	13	0	0	1
ZNF711	ENSGT00530000063297_ENSG00000147180_zf-C2H2	C2H2-zf	-0.229438982071	0	14	0	0	1
SLC25A32	ENSGT00920000149145_ENSG00000164933_Mito_carr	Mito_carr	-0.18894974994	0	17	0	0	1
PATZ1	ENSGT00530000063522_ENSG00000100105_zf-C2H2_4	C2H2-zf	0.137527250078	5	13	0	0	1
OPCML	ENSGT00860000133697_ENSG00000183715_I-set	Ig	-0.133839406208	0	24	0	0	2
KBTBD3	ENSGT00910000143979_ENSG00000182359_Kelch_6	Beta_propeller	-0.229438982071	0	14	0	0	1
MMP15	ENSGT00760000118870_ENSG00000102996_Hemopexin	Hemopexin	-0.18894974994	0	17	0	0	1
CDC7	ENSGT00550000075011_ENSG00000097046_Pkinase	PKinase	-0.229438982071	0	14	0	0	1
SPEG	ENSGT00760000118877_ENSG00000072195_I-set	Ig	-0.133839406208	0	24	0	0	1
CEP290	ENSGT00730000111039_ENSG00000198707_CEP209_CC5	CEP209_CC5	-0.0637971446836	2	19	0	0	1
LIMS4	ENSGT00760000118910_ENSG00000256671_LIM	Zn_Beta_Ribbon	0.145686701962	7	26	0	0	5
MAU2	ENSGT00390000012198_ENSG00000129933_TPR_2	TPR	-0.0151532677848	3	14	0	0	1
KLHL42	ENSGT00900000140914_ENSG00000087448_Kelch_1	Beta_propeller	-0.247088134538	0	13	0	0	1
KCNIP3	ENSGT00760000118820_ENSG00000115041_EF-hand_1	EF_hand	-0.229438982071	0	14	0	0	1
DSG1	ENSGT00910000144083_ENSG00000134760_Cadherin	E-set	-0.078345018268	0	41	0	0	4
BTRC	ENSGT00760000119106_ENSG00000166167_WD40	Beta_propeller	-0.0192859771807	3	11	0	0	1
PCDH12	ENSGT00900000140770_ENSG00000113555_Cadherin	E-set	-0.292013249908	0	11	0	0	1
IKZF4	ENSGT00550000074392_ENSG00000123411_zf-H2C2_2	C2H2-zf	-0.214143049933	0	15	0	0	1
STAU2	ENSGT00900000140998_ENSG00000040341_dsrm	DSRM	-0.214143049933	0	15	0	0	1
ANAPC7	ENSGT00390000005482_ENSG00000196510_TPR_2	TPR	0.0562753036437	4	14	0	0	1
KLHL1	ENSGT00760000118931_ENSG00000150361_Kelch_1	Beta_propeller	-0.0868147499726	0	37	0	0	3
RCBTB1	ENSGT00910000144029_ENSG00000136144_RCC1	Beta_propeller	-0.229438982071	0	14	0	0	1
FBXO42	ENSGT00440000039706_ENSG00000037637_Kelch_4	Beta_propeller	0.270561017929	7	14	0	0	1
VPS13C	ENSGT00410000025397_ENSG00000129003_VPS13_mid_rpt	VPS13_mid_rpt	-0.0865818392134	2	14	0	0	1
ITSN1	ENSGT00760000118985_ENSG00000205726_SH3_9	SH3	-0.229438982071	0	14	0	0	1
INTS4	ENSGT00390000010128_ENSG00000149262_HEAT	TPR	-0.247088134538	0	13	0	0	1
POM121C	ENSGT00730000110770_ENSG00000272391_POM121	POM121	-0.17845254161	0	18	0	0	5
KIF15	ENSGT00910000143992_ENSG00000163808_HMMR_C	HMMR_C	-0.158010410642	1	14	0	0	1
SLITRK5	ENSGT00910000144028_ENSG00000165300_LRR_8	LRR	-0.200759109312	0	16	0	0	1
CDH4	ENSGT00760000118906_ENSG00000179242_Cadherin	E-set	-0.200759109312	0	16	0	0	1
AKAP3	ENSGT00420000029845_ENSG00000111254_AKAP_110	AKAP_110	-0.0132591093117	3	16	0	0	2
COL23A1	ENSGT00900000140850_ENSG00000050767_Collagen	Collagen	0.127703875072	5	14	0	0	1
SLC25A38	ENSGT00550000075117_ENSG00000144659_Mito_carr	Mito_carr	-0.200759109312	0	16	0	0	1
PCDH17	ENSGT00900000140770_ENSG00000118946_Cadherin	E-set	-0.200759109312	0	16	0	0	1
MYL7	ENSGT00760000119196_ENSG00000106631_EF-hand_1	EF_hand	-0.292013249908	0	11	0	0	1
PEX7	ENSGT00920000149080_ENSG00000112357_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
OGT	ENSGT00550000074327_ENSG00000147162_TPR_1	TPR	1.84198958936	29	14	0	0	1
SUPT5H	ENSGT00440000037640_ENSG00000196235_KOW	KOW	0.0562753036437	4	14	0	0	1
LGI4	ENSGT00920000148954_ENSG00000153902_EPTP	EPTP	-0.214143049933	0	15	0	0	1
SEZ6	ENSGT00760000118803_ENSG00000063015_Sushi	EGF	-0.18894974994	0	17	0	0	1
BRWD3	ENSGT00890000139394_ENSG00000165288_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
ABCE1	ENSGT00390000015089_ENSG00000164163_AAA_21	P-loop_NTPase	-0.0141430499325	3	15	0	0	1
LINGO1	ENSGT00760000118831_ENSG00000169783_LRR_8	LRR	-0.18894974994	0	17	0	0	1
ZNF622	ENSGT00390000018047_ENSG00000173545_zf-C2H2_2	C2H2-zf	-0.229438982071	0	14	0	0	1
WDR13	ENSGT00390000006228_ENSG00000101940_WD40	Beta_propeller	-0.170165057614	1	13	0	0	1
FAM184A	ENSGT00530000063669_ENSG00000111879_FAM184	FAM184	-0.116428723631	1	19	0	0	1
VEZF1	ENSGT00530000063522_ENSG00000136451_zf-C2H2_4	C2H2-zf	-0.0132591093117	3	16	0	0	1
HOMEZ	ENSGT00530000063149_ENSG00000215271_Homez	HTH	-0.221214574899	1	10	0	0	1
LONRF1	ENSGT00440000033329_ENSG00000154359_TPR_14	TPR	-0.151518218623	2	8	0	0	1
PAPPA	ENSGT00390000009007_ENSG00000182752_Sushi	EGF	-0.200759109312	0	16	0	0	1
LRCH2	ENSGT00920000148937_ENSG00000130224_LRR_8	LRR	-0.0865818392134	2	14	0	0	1
LRRC66	ENSGT00390000014817_ENSG00000188993_LRR_8	LRR	-0.368690958165	1	6	0	0	1
PTK7	ENSGT00760000118818_ENSG00000112655_Ig_3	Ig	-0.229438982071	0	14	0	0	1
ANK1	ENSGT00840000129677_ENSG00000029534_Ank_2	Ank	-0.18894974994	0	17	0	0	1
PSMD10	ENSGT00910000144039_ENSG00000101843_Ank_4	Ank	-0.247088134538	0	13	0	0	1
SCN4A	ENSGT00830000128242_ENSG00000007314_Ion_trans	Ion_channel	-0.160607287449	0	20	0	0	1
PCDH15	ENSGT00920000148958_ENSG00000150275_Cadherin	E-set	-0.17845254161	0	18	0	0	1
RTN4R	ENSGT00920000148971_ENSG00000040608_LRR_8	LRR	-0.247088134538	0	13	0	0	1
HGF	ENSGT00760000119133_ENSG00000019991_Kringle	Kringle	-0.130126220529	1	17	0	0	1
TOMM70	ENSGT00900000140844_ENSG00000154174_TPR_1	TPR	-0.229438982071	0	14	0	0	1
KLHL32	ENSGT00760000118825_ENSG00000186231_Kelch_1	Beta_propeller	-0.247088134538	0	13	0	0	1
ZNF672	ENSGT00730000111556_ENSG00000171161_zf-H2C2_2	C2H2-zf	4.44696356275	21	4	0	0	1
TTC30B	ENSGT00390000010116_ENSG00000196659_TPR_19	TPR	-0.18894974994	0	17	0	0	2
NUB1	ENSGT00390000010557_ENSG00000013374_UBA	UBA	-0.229438982071	0	14	0	0	1
ANKRD28	ENSGT00840000129677_ENSG00000206560_Ank_2	Ank	-0.18894974994	0	17	0	0	1
NPNT	ENSGT00920000149031_ENSG00000168743_EGF_CA	EGF	-0.214143049933	0	15	0	0	1
PLEKHA5	ENSGT00530000063012_ENSG00000052126_WW	WW	-0.170165057614	1	13	0	0	1
KLHL30	ENSGT00910000143979_ENSG00000168427_Kelch_1	Beta_propeller	-0.214143049933	0	15	0	0	1
RPS6KA2	ENSGT00920000148962_ENSG00000071242_APH	PKinase	-0.229438982071	0	14	0	0	1
CAPG	ENSGT00760000119111_ENSG00000042493_Gelsolin	ADF	-0.229438982071	0	14	0	0	1
PABPC1	ENSGT00760000118913_ENSG00000070756_RRM_1	RRM	-0.114719491035	0	28	0	0	2
MMP9	ENSGT00910000144034_ENSG00000100985_fn2	Kringle	-0.267678812416	0	12	0	0	1
CDH17	ENSGT00740000115559_ENSG00000079112_Cadherin	E-set	-0.214143049933	0	15	0	0	1
LRRC3C	ENSGT00390000003913_ENSG00000204913_LRR_1	LRR	-0.642429149798	0	5	0	0	1
PKP1	ENSGT00760000119167_ENSG00000081277_Arm	TPR	-0.130126220529	1	17	0	0	1
ALB	ENSGT00390000000113_ENSG00000163631_Serum_albumin	Serum_albumin	-0.0823627115125	0	39	0	0	4
PTBP2	ENSGT00550000074508_ENSG00000117569_RRM_5	RRM	-0.18894974994	0	17	0	0	1
CASQ2	ENSGT00390000019377_ENSG00000118729_Thioredoxin_6	Thioredoxin	-0.18894974994	0	17	0	0	1
TRPV2	ENSGT00550000074425_ENSG00000187688_Ank_2	Ank	-0.139658510826	0	23	0	0	2
CEP97	ENSGT00910000144283_ENSG00000182504_LRR_4	LRR	-0.214143049933	0	15	0	0	1
FBXO10	ENSGT00530000063425_ENSG00000147912_Beta_helix	Pec_lyase-like	-0.267678812416	0	12	0	0	1
ACAP3	ENSGT00760000118874_ENSG00000131584_Ank_5	Ank	-0.200759109312	0	16	0	0	1
ZKSCAN8	ENSGT00760000118881_ENSG00000198315_zf-H2C2_2	C2H2-zf	0.80361258175	45	52	0	0	18
POSTN	ENSGT00530000063860_ENSG00000133110_Fasciclin	Fasciclin	-0.18894974994	0	17	0	0	1
TRIM63	ENSGT00760000118878_ENSG00000158022_zf-B_box	zf-B_box	0.119190283401	5	15	0	0	1
TMTC4	ENSGT00550000074327_ENSG00000125247_TPR_1	TPR	-0.229438982071	0	14	0	0	1
PPEF2	ENSGT00530000063173_ENSG00000156194_EF-hand_1	EF_hand	-0.200759109312	0	16	0	0	1
SPTA1	ENSGT00760000118813_ENSG00000163554_Spectrin	Spectrin	-0.160607287449	0	20	0	0	2
PLCH1	ENSGT00760000118936_ENSG00000114805_EF-hand_6	EF_hand	-0.184345479082	1	12	0	0	1
CCDC144A	ENSGT00560000076605_ENSG00000170160_Ank_2	Ank	-0.0452414894224	0	71	0	0	30
IGDCC3	ENSGT00910000144009_ENSG00000174498_I-set	Ig	-0.158010410642	1	14	0	0	1
GTF3C2	ENSGT00390000018632_ENSG00000115207_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
ALS2	ENSGT00730000110297_ENSG00000003393_RCC1	Beta_propeller	-0.200759109312	0	16	0	0	1
OSTF1	ENSGT00920000149159_ENSG00000134996_Ank_5	Ank	-0.229438982071	0	14	0	0	1
AL358113.1	ENSGT00760000118866_ENSG00000285130_PDZ	PDZ-like	-0.15295932138	0	21	0	0	2
CD180	ENSGT00760000119006_ENSG00000134061_LRR_8	LRR	-0.121214574899	2	10	0	0	1
SPEN	ENSGT00530000063730_ENSG00000065526_RRM_1	RRM	-0.18894974994	0	17	0	0	1
LPP	ENSGT00760000119039_ENSG00000145012_LIM	Zn_Beta_Ribbon	-0.229438982071	0	14	0	0	1
EIF3B	ENSGT00550000074913_ENSG00000106263_eIF2A	Beta_propeller	-0.200759109312	0	16	0	0	1
SPINK5	ENSGT00510000048608_ENSG00000133710_Kazal_1	Kazal	-0.0673414304993	2	18	0	0	1
THEG	ENSGT00420000029836_ENSG00000105549_THEG	THEG	0.112550607287	4	7	0	0	1
LRP4	ENSGT00760000118968_ENSG00000134569_Ldl_recept_b	Beta_propeller	-0.229438982071	0	14	0	0	1
SLC25A47	ENSGT00700000104295_ENSG00000140107_Mito_carr	Mito_carr	-0.147476383266	1	15	0	0	1
ITGB8	ENSGT00760000119064_ENSG00000105855_EGF_2	EGF	-0.229438982071	0	14	0	0	1
TESC	ENSGT00860000133729_ENSG00000088992_EF-hand_1	EF_hand	-0.214143049933	0	15	0	0	1
TECPR2	ENSGT00530000063527_ENSG00000196663_Hyd_WA	Hyd_WA	-0.247088134538	0	13	0	0	1
FZR1	ENSGT00870000136444_ENSG00000105325_WD40	Beta_propeller	-0.170165057614	1	13	0	0	1
GPNMB	ENSGT00530000063573_ENSG00000136235_PKD	E-set	-0.229438982071	0	14	0	0	1
PPP1R16A	ENSGT00760000119141_ENSG00000160972_Ank_4	Ank	-0.292013249908	0	11	0	0	1
CTCFL	ENSGT00890000139371_ENSG00000124092_zf-H2C2_2	C2H2-zf	0.973481781377	11	8	0	0	1
CFAP44	ENSGT00550000074369_ENSG00000206530_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
COA7	ENSGT00390000004835_ENSG00000162377_Sel1	TPR	-0.229438982071	0	14	0	0	1
ZNF341	ENSGT00390000000546_ENSG00000131061_zf-C2H2	C2H2-zf	-0.147476383266	1	15	0	0	1
PTPRM	ENSGT00760000118900_ENSG00000173482_fn3	E-set	-0.169060302578	0	19	0	0	1
PPP4R4	ENSGT00510000047895_ENSG00000119698_HEAT	TPR	-0.229438982071	0	14	0	0	1
MZF1	ENSGT00730000111047_ENSG00000099326_zf-H2C2_2	C2H2-zf	3.82683632157	30	7	0	0	2
MMP21	ENSGT00910000144034_ENSG00000154485_Hemopexin	Hemopexin	-0.321214574899	0	10	0	0	1
TLR1	ENSGT00760000119006_ENSG00000174125_LRR_8	LRR	-0.105340273761	1	21	0	0	3
PPP1R12A	ENSGT00760000119141_ENSG00000058272_Ank_2	Ank	-0.229438982071	0	14	0	0	1
PAFAH1B1	ENSGT00810000125363_ENSG00000007168_WD40	Beta_propeller	-0.0713026911169	2	17	0	0	1
ANKRD44	ENSGT00840000129677_ENSG00000065413_Ank_2	Ank	-0.170165057614	1	13	0	0	1
UNC45A	ENSGT00900000140844_ENSG00000140553_UNC45-central	UNC45-central	-0.247088134538	0	13	0	0	1
SLIT3	ENSGT00910000144018_ENSG00000184347_LRR_8	LRR	-0.229438982071	0	14	0	0	1
DMXL2	ENSGT00390000000096_ENSG00000104093_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
KLHL22	ENSGT00760000118825_ENSG00000099910_Kelch_1	Beta_propeller	-0.214143049933	0	15	0	0	1
FAT4	ENSGT00760000118805_ENSG00000196159_Cadherin	E-set	-0.247088134538	0	13	0	0	1
THBS4	ENSGT00850000132273_ENSG00000113296_TSP_3	TSP_3	0.361740890688	9	16	0	0	1
LDLRAD1	ENSGT00390000008557_ENSG00000203985_Ldl_recept_a	Ldl_recept_a	-0.321214574899	0	10	0	0	1
CELF6	ENSGT00560000076837_ENSG00000140488_RRM_1	RRM	-0.214143049933	0	15	0	0	2
SUPT6H	ENSGT00510000047446_ENSG00000109111_SPT6_acidic	SPT6_acidic	-0.267678812416	0	12	0	0	1
SCN11A	ENSGT00830000128242_ENSG00000168356_Ion_trans	Ion_channel	-0.103617604806	0	31	0	0	3
GGA1	ENSGT00920000148990_ENSG00000100083_VHS	ENTH_VHS	-0.200759109312	0	16	0	0	1
TNIP2	ENSGT00390000009019_ENSG00000168884_CC2-LZ	CC2-LZ	-0.229438982071	0	14	0	0	1
LNX2	ENSGT00760000119017_ENSG00000139517_PDZ	PDZ-like	-0.214143049933	0	15	0	0	1
ZYX	ENSGT00760000119039_ENSG00000159840_LIM	Zn_Beta_Ribbon	-0.229438982071	0	14	0	0	1
A2M	ENSGT00760000118982_ENSG00000175899_A2M_N_2	E-set	-0.0465528369419	0	69	0	0	3
ASB7	ENSGT00920000148951_ENSG00000183475_Ank_2	Ank	-0.0151532677848	3	14	0	0	1
COL9A3	ENSGT00900000140850_ENSG00000092758_Collagen	Collagen	0.341989589358	8	14	0	0	1
NEDD1	ENSGT00390000001561_ENSG00000139350_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
ODF3L1	ENSGT00440000039820_ENSG00000182950_SHIPPO-rpt	SHIPPO-rpt	0.541122035859	7	7	0	0	1
UCP3	ENSGT00760000119170_ENSG00000175564_Mito_carr	Mito_carr	-0.123544067269	0	26	0	0	2
ZNF536	ENSGT00530000063100_ENSG00000198597_zf-C2H2	C2H2-zf	0.199132446501	6	14	0	0	1
PRDM8	ENSGT00890000139463_ENSG00000152784_zf-C2H2	C2H2-zf	-0.0424291497976	3	5	0	0	1
EFEMP2	ENSGT00760000118806_ENSG00000172638_EGF_CA	EGF	-0.247088134538	0	13	0	0	1
L3MBTL2	ENSGT00760000119024_ENSG00000100395_MBT	Tudor	-0.247088134538	0	13	0	0	1
TTC36	ENSGT00390000007968_ENSG00000172425_TPR_2	TPR	-0.247088134538	0	13	0	0	1
ANKRD1	ENSGT00910000144039_ENSG00000148677_Ank_2	Ank	-0.214143049933	0	15	0	0	1
TTC16	ENSGT00390000004550_ENSG00000167094_TPR_2	TPR	-0.229438982071	0	14	0	0	1
ZNF362	ENSGT00920000149029_ENSG00000160094_zf-C2H2	C2H2-zf	0.111740890688	5	16	0	0	1
NRDE2	ENSGT00390000005524_ENSG00000119720_NRDE-2	NRDE-2	0.486740890688	11	16	0	0	1
